หมายเลขงบ,ชื่องบ,แผนงาน,ชื่องบแจกแจง,หมายเลขงบแผนงาน,หมายเลขแจกแจงงบ,งบแจกแจง
10,สำนักการระบายน้ำ,แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม,โครงการก่อสร้างเข่ือน คสล และสถานีสูบน้ำคลองมหาศรจากบริเวณคลองบางไผ่ถึงบริเวณคลองภาษีเจริญ,ค,16,30000000
10,สำนักการระบายน้ำ,แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม,โครงการก่อสร้างเข่ือน คสล (ดาดท้องคลอง)คลองบางอ้อ จากบริเวณถนนโรงงานไม้อัดไทยไปทางประตูระบายน้ำคลองบางอ้อ,ค,17,44550000
10,สำนักการระบายน้ำ,แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม,โครงการก่อสร้างและปรับปรุงเข่ือน คสลคลองโอ่งอ่างและคลองบางลำพูจากบริเวณสะพานดำรงสถิตถึงบริเวณป้อมพระสุเมรุ,ค,18,7219000
10,สำนักการระบายน้ำ,แผนงานจัดการคุณภาพน้ำ,งานจัดการคุณภาพน้ำ,ง,1,212218945
10,สำนักการระบายน้ำ,แผนงานจัดการคุณภาพน้ำ,โครงการจ้างเดินระบบ บำรุงรักษา และบริหารจัดการโรงควบคุมคุณภาพน้ำดินแดง ระยะท่ี,ง,2,3198800000
10,สำนักการระบายน้ำ,แผนงานจัดการคุณภาพน้ำ,โครงการจ้างเดินระบบ บำรุงรักษาและบริหารจัดการ โรงควบคุมคุณภาพน้ำจตุจักร ระยะท่ี,ง,3,3110800000
10,สำนักการระบายน้ำ,แผนงานจัดการคุณภาพน้ำ,โครงการก่อสร้างระบบรวบน้ำเสียจากพื นท่ีรับน้ำคลองลาดโตนด,ง,4,100000000
10,สำนักการระบายน้ำ,แผนงานจัดการคุณภาพน้ำ,โครงการก่อสร้างระบบรวบน้ำเสียและระบบบำบัดน้ำเสียมีนบุรี ระยะท่ี,ง,5,1200000000
10,สำนักการระบายน้ำ,แผนงานจัดการคุณภาพน้ำ,โครงการจ้างท่ีปรึกษาบริหารและควบคุมงานโครงการก่อสร้างระบบรวบน้ำเสียและระบบบำบัดน้ำเสียมีนบุรี ระยะท่ี,ง,6,14000000
10,สำนักการระบายน้ำ,แผนงานจัดการคุณภาพน้ำ,โครงการจ้างท่ีปรึกษาสำรวจ และออกแบบรายละเอียดระบบรวบน้ำเสียและระบบบำบัดน้ำเสียมีนบุรี ระยะท่ี,ง,7,215000000
10,สำนักการระบายน้ำ,แผนงานจัดการคุณภาพน้ำ,โครงการจ้างเดินระบบ บำรุงรักษาและบริหารจัดการโรงควบคุมคุณภาพน้ำหนองแขม-ทุ่งครุ ระยะท่ี,ง,8,443500000
10,สำนักการระบายน้ำ,แผนงานจัดการคุณภาพน้ำ,โครงการจ้างเดินระบบ บำรุงรักษาและบริหารจัดการศูนย์การศึกษาและอนุรักษ์ส่ิงแวดล้อมบางซ่ือ ระยะท่ี,ง,9,267000000
10,สำนักการระบายน้ำ,แผนงานจัดการคุณภาพน้ำ,โครงการจ้างเดินระบบ บำรุงรักษาและบริหารจัดการโรงควบคุมคุณภาพน้ำช่องนนทรี ระยะท่ี,ง,10,433000000
10,สำนักการระบายน้ำ,แผนงานจัดการคุณภาพน้ำ,โครงการจัดหาทดแทนเคร่ืองจักรและอุปกรณ์โรงควบคุมคุณภาพน้ำช่องนนทรี,ง,11,30000000
10,สำนักการระบายน้ำ,แผนงานจัดการคุณภาพน้ำ,โครงการก่อสร้างระบบรวบน้ำเสีย (เพ่ิมเติม) พื นท่ีเขตห้วยขวาง เข้าโรงควบคุมคุณภาพน้ำดินแดง,ง,12,532800000
10,สำนักการระบายน้ำ,แผนงานจัดการคุณภาพน้ำ,โครงการก่อสร้างระบบรวบน้ำเสียเพ่ิมเติม,ง,13,
10,สำนักการระบายน้ำ,ริมคลองแสนแสบช่วงถนนวิทยุ-คลองตัน เข้าโรงควบคุมคุณภาพน้ำดินแดง,โครงการก่อสร้างระบบรวบน้ำเสีย และระบบบำบัดน้ำเสียธนบุรี สัญญาท่ี  งานก่อสร้างระบบบำบัดน้ำเสียธนบุรี และสวนสาธารณะ,,14,1380000000
10,สำนักการระบายน้ำ,ริมคลองแสนแสบช่วงถนนวิทยุ-คลองตัน เข้าโรงควบคุมคุณภาพน้ำดินแดง,โครงการจ้างท่ีปรึกษาบริหารและควบคุมงานโครงการก่อสร้างระบบรวบน้ำเสีย และระบบบำบัดน้ำเสียธนบุรี สัญญาท่ี  งานก่อสร้างระบบบำบัดน้ำเสียธนบุรี และสวนสาธารณะ,,15,17550000
10,สำนักการระบายน้ำ,ริมคลองแสนแสบช่วงถนนวิทยุ-คลองตัน เข้าโรงควบคุมคุณภาพน้ำดินแดง,โครงการก่อสร้างระบบรวบน้ำเสีย และระบบบำบัดน้ำเสียธนบุรี สัญญาท่ี  งานก่อสร้างระบบรวบน้ำเสียพื นท่ีส่วนเหนือ (เขตบางพลัด และบางส่วนของเขตตล่ิงชันและเขตบางกอกน้อย),,16,2450000000
10,สำนักการระบายน้ำ,ริมคลองแสนแสบช่วงถนนวิทยุ-คลองตัน เข้าโรงควบคุมคุณภาพน้ำดินแดง,โครงการก่อสร้างระบบรวบน้ำเสีย และระบบบำบัดน้ำเสียธนบุรี สัญญาท่ี  งานก่อสร้างระบบรวบน้ำเสียพื นท่ีส่วนใต้ (เขตบางกอกน้อยและเขตบางกอกใหญ่),,17,3360000000
10,สำนักการระบายน้ำ,ริมคลองแสนแสบช่วงถนนวิทยุ-คลองตัน เข้าโรงควบคุมคุณภาพน้ำดินแดง,โครงการจ้างทำระบบงานเพื่อการจัดเก็บค่าธรรมเนียมบำบัดน้ำเสีย,,18,5000000
11,สำนักการคลัง,แผนงานบริหารการคลัง,งานบัญชี,ข,1,22678300
11,สำนักการคลัง,แผนงานบริหารการคลัง,งานการเงิน,ข,2,34045000
11,สำนักการคลัง,แผนงานบริหารการคลัง,โครงการพัฒนาและปรับปรุงการชำระภาษีบำรุงกรุงเทพมหานครสำหรับน้ำมันเบนซินและน้ำมันท่ีคล้ายกัน น้ำมันดีเซลและน้ำมันท่ีคล้ายกัน และก๊าซปิโตรเลียมจากสถานการค้าปลีก,ข,3,7200000
11,สำนักการคลัง,แผนงานบริหารการคลัง,งานรายได้,ข,4,408729400
11,สำนักการคลัง,แผนงานบริหารการคลัง,งานจัดเก็บค่าธรรมเนียมรถยนต์และล้อเล่ือน,ข,5,196781700
11,สำนักการคลัง,แผนงานบริหารการคลัง,งานตรวจจ่าย,ข,6,24812000
11,สำนักการคลัง,แผนงานบริหารการคลัง,งานเศรษฐกิจการคลัง,ข,7,32064600
11,สำนักการคลัง,แผนงานบริหารการคลัง,งานบำเหน็จบำนาญ,ข,8,2503719900
11,สำนักการคลัง,แผนงานส่งเสริมระบบบริหาร,งานทะเบียนทรัพย์สินและพัสดุ,ค,1,30670800
11,สำนักการคลัง,แผนงานส่งเสริมระบบบริหาร,งานบำรุงรักษาซ่อมยานพาหนะและเคร่ืองจักรกล,ค,2,315070500
11,สำนักการคลัง,แผนงานส่งเสริมระบบบริหาร,โครงการพัฒนาระบบสารสนเทศกองโรงงานช่างกล,ค,3,9149400
12,สำนักเทศกิจ,แผนงานรักษาความเป็นระเบียบเรียบร้อย,งานตรวจและบังคับการ,ง,1,83915500
12,สำนักเทศกิจ,แผนงานรักษาความเป็นระเบียบเรียบร้อย,งานนิติการและบังคับคดี,ง,2,20014200
13,สำนักการจราจรและขนส่ง,แผนงานพัฒนาการใช้ท่ีดินและระบบจราจร,งานการขนส่ง,ข,1,620173965
13,สำนักการจราจรและขนส่ง,แผนงานพัฒนาการใช้ท่ีดินและระบบจราจร,โครงการก่อสร้างทางเดินยกระดับ (Sky Walk)ลานจอดรถแล้วจร (Park & Ride),ข,2,19874003
13,สำนักการจราจรและขนส่ง,แผนงานพัฒนาการใช้ท่ีดินและระบบจราจร,โครงการระบบขนส่งมวลชนกรุงเทพมหานครส่วนต่อขยายสายสีลม(ตากสิน-เพชรเกษม),ข,3,
13,สำนักการจราจรและขนส่ง,,โครงการบริหารจัดการระบบขนส่งมวลชนกรุงเทพมหานคร,,4,510616820
13,สำนักการจราจรและขนส่ง,,โครงการก่อสร้างลิฟต์สำหรับผู้สูงอายุและคนพิการของระบบขนส่งมวลชนกรุงเทพมหานคร ตามแนวเส้นทางสัมปทาน,,5,110000000
13,สำนักการจราจรและขนส่ง,,โครงการพัฒนาระบบการเดินเรือในคลองผดุงกรุงเกษม,,6,33599000
13,สำนักการจราจรและขนส่ง,,โครงการเดินเรือในคลองแสนแสบส่วนต่อขยายระยะทาง  กิโลเมตร,,7,105030000000
13,สำนักการจราจรและขนส่ง,,งานจัดระเบียบจราจร,,8,61080200
13,สำนักการจราจรและขนส่ง,,งานวิศวกรรมจราจร,,9,619249730
13,สำนักการจราจรและขนส่ง,,โครงการรถบริการสำหรับผู้พิการและผู้สูงอายุท่ีใช้รถเข็น,,10,25943706
13,สำนักการจราจรและขนส่ง,,โครงการจ้างท่ีปรึกษาจัดทำแผนพัฒนาระบบการจัดการจราจรเป็นพื นท่ี,,11,15946800
13,สำนักการจราจรและขนส่ง,,งานนโยบายและแผนงาน,,12,101526400
13,สำนักการจราจรและขนส่ง,,โครงการพัฒนาระบบสารสนเทศด้านจราจรเพื่อการบริหารจัดการและบริการประชาชน,,13,11022000
13,สำนักการจราจรและขนส่ง,,งานเทคโนโลยีจราจร,,14,566490700
13,สำนักการจราจรและขนส่ง,,โครงการนำสายส่ือสารลงดินตามโครงการเปล่ียนระบบสายไฟฟ้าอากาศเป็นสายไฟฟ้าใต้ดินของการไฟฟ้านครหลวง บริเวณถนนจรัญสนิทวงศ์(เชิงสะพานพระราม  - แยกท่าพระ),,15,749264000
13,สำนักการจราจรและขนส่ง,,โครงการนำสายส่ือสารลงดินตามโครงการเปล่ียนระบบสายไฟฟ้าอากาศเป็นสายไฟฟ้าใต้ดินของการไฟฟ้านครหลวง บริเวณถนนพหลโยธินและถนนลาดพร้าว,,16,21566000
13,สำนักการจราจรและขนส่ง,,โครงการนำสายส่ือสารลงดินตามโครงการเปล่ียนระบบสายไฟฟ้าอากาศเป็นสายไฟฟ้าใต้ดินของการไฟฟ้านครหลวง บริเวณถนนพระราม  และถนนนราธิวาสราชนครินทร์,,17,320452000
13,สำนักการจราจรและขนส่ง,,โครงการนำสายส่ือสารลงดินตามโครงการเปล่ียนระบบ,,18,
13,สำนักการจราจรและขนส่ง,สายไฟฟ้าอากาศเป็นสายไฟฟ้าใต้ดินของการไฟฟ้านครหลวง บริเวณถนนรัชดาภิเษก - ถนนพระราม  และบริเวณถนนรัชดาภิเษก - ถนนอโศก,โครงการจัดหาพร้อมติดตั้งกล้องโทรทัศน์วงจรปิด (CCTV) บริเวณสวนสาธารณะในพื นท่ีกรุงเทพมหานคร,,19,121119000
13,สำนักการจราจรและขนส่ง,สายไฟฟ้าอากาศเป็นสายไฟฟ้าใต้ดินของการไฟฟ้านครหลวง บริเวณถนนรัชดาภิเษก - ถนนพระราม  และบริเวณถนนรัชดาภิเษก - ถนนอโศก,โครงการจ้างสำรวจและจัดทำฐานข้อมูลระบบบริหารจัดการเครือข่ายสายไฟเบอร์เส้นใยนำแสง (Fiber Optic),,20,29720000
13,สำนักการจราจรและขนส่ง,สายไฟฟ้าอากาศเป็นสายไฟฟ้าใต้ดินของการไฟฟ้านครหลวง บริเวณถนนรัชดาภิเษก - ถนนพระราม  และบริเวณถนนรัชดาภิเษก - ถนนอโศก,โครงการจัดหาพร้อมติดตั้งระบบเสริมสร้างความปลอดภัยให้กับประชาชนบริเวณแหล่งชุมชนและสถานท่ีสำคัญ,,21,80000000
13,สำนักการจราจรและขนส่ง,สายไฟฟ้าอากาศเป็นสายไฟฟ้าใต้ดินของการไฟฟ้านครหลวง บริเวณถนนรัชดาภิเษก - ถนนพระราม  และบริเวณถนนรัชดาภิเษก - ถนนอโศก,โครงการจัดหาพร้อมติดตั้งกล้องโทรทัศน์วงจรปิด (CCTV) เพื่อเพ่ิมความปลอดภัยบริเวณพื นท่ีสุ่มเส่ียงและบริเวณชุมนุมชนในพื นท่ีกลุ่มกรุงเทพกลาง,,22,33540200
13,สำนักการจราจรและขนส่ง,สายไฟฟ้าอากาศเป็นสายไฟฟ้าใต้ดินของการไฟฟ้านครหลวง บริเวณถนนรัชดาภิเษก - ถนนพระราม  และบริเวณถนนรัชดาภิเษก - ถนนอโศก,โครงการจัดหาพร้อมติดตั้งกล้องโทรทัศน์วงจรปิด(CCTV) เพื่อเพ่ิมความปลอดภัยบริเวณพื นท่ีสุ่มเส่ียงและบริเวณชุมนุมชนในพื นท่ีกลุ่มกรุงเทพตะวันออก,,23,43925100
13,สำนักการจราจรและขนส่ง,สายไฟฟ้าอากาศเป็นสายไฟฟ้าใต้ดินของการไฟฟ้านครหลวง บริเวณถนนรัชดาภิเษก - ถนนพระราม  และบริเวณถนนรัชดาภิเษก - ถนนอโศก,โครงการจัดหาพร้อมติดตั้งกล้องโทรทัศน์วงจรปิด(CCTV) เพื่อเพ่ิมความปลอดภัยบริเวณพื นท่ีสุ่มเส่ียงและบริเวณชุมนุมชนในพื นท่ีกลุ่มกรุงเทพใต้,,24,43670000
13,สำนักการจราจรและขนส่ง,สายไฟฟ้าอากาศเป็นสายไฟฟ้าใต้ดินของการไฟฟ้านครหลวง บริเวณถนนรัชดาภิเษก - ถนนพระราม  และบริเวณถนนรัชดาภิเษก - ถนนอโศก,โครงการจัดหาพร้อมติดตั้งกล้องโทรทัศน์วงจรปิด(CCTV) เพื่อเพ่ิมความปลอดภัยบริเวณพื นท่ีสุ่มเส่ียงและบริเวณชุมนุมชนในพื นท่ีกลุ่มกรุงเทพเหนือ,,25,41080000
13,สำนักการจราจรและขนส่ง,สายไฟฟ้าอากาศเป็นสายไฟฟ้าใต้ดินของการไฟฟ้านครหลวง บริเวณถนนรัชดาภิเษก - ถนนพระราม  และบริเวณถนนรัชดาภิเษก - ถนนอโศก,โครงการจัดหาพร้อมติดตั้งกล้องโทรทัศน์วงจรปิด(CCTV) เพื่อเพ่ิมความปลอดภัยบริเวณพื นท่ีสุ่มเส่ียงและบริเวณชุมนุมชนในพื นท่ีกลุ่มกรุงธนใต้,,26,38945300
13,สำนักการจราจรและขนส่ง,สายไฟฟ้าอากาศเป็นสายไฟฟ้าใต้ดินของการไฟฟ้านครหลวง บริเวณถนนรัชดาภิเษก - ถนนพระราม  และบริเวณถนนรัชดาภิเษก - ถนนอโศก,โครงการจัดหาพร้อมติดตั้งกล้องโทรทัศน์วงจรปิด(CCTV) เพื่อเพ่ิมความปลอดภัยบริเวณพื นท่ีสุ่มเส่ียงและบริเวณชุมนุมชนในพื นท่ีกลุ่มกรุงธนเหนือ,,27,41040000
13,สำนักการจราจรและขนส่ง,สายไฟฟ้าอากาศเป็นสายไฟฟ้าใต้ดินของการไฟฟ้านครหลวง บริเวณถนนรัชดาภิเษก - ถนนพระราม  และบริเวณถนนรัชดาภิเษก - ถนนอโศก,โครงการนำสายส่ือสารลงดินตามโครงการเปล่ียนระบบสายไฟฟ้าอากาศเป็นสายไฟฟ้าใต้ดินของการไฟฟ้านครหลวง กลุ่มท่ี  จำนวน  เส้นทาง,,28,5211407000
13,สำนักการจราจรและขนส่ง,สายไฟฟ้าอากาศเป็นสายไฟฟ้าใต้ดินของการไฟฟ้านครหลวง บริเวณถนนรัชดาภิเษก - ถนนพระราม  และบริเวณถนนรัชดาภิเษก - ถนนอโศก,โครงการนำสายส่ือสารลงดินตามโครงการ,,29,
13,สำนักการจราจรและขนส่ง,,โครงการนำสายส่ือสารลงดินตามโครงการเปล่ียนระบบสายไฟฟ้าอากาศเป็นสายไฟฟ้าใต้ดินของการไฟฟ้านครหลวง กลุ่มท่ี  พื นท่ีกลุ่มกรุงเทพกลาง จำนวน  เส้นทาง,,30,1128600800
13,สำนักการจราจรและขนส่ง,,โครงการนำสายส่ือสารลงดินตามโครงการเปล่ียนระบบสายไฟฟ้าอากาศเป็นสายไฟฟ้าใต้ดินของการไฟฟ้านครหลวง กลุ่มท่ี  จำนวน  เส้นทาง,,31,10623400000
13,สำนักการจราจรและขนส่ง,,โครงการนำสายส่ือสารลงดินตามโครงการเปล่ียนระบบสายไฟฟ้าอากาศเป็นสายไฟฟ้าใต้ดินของการไฟฟ้านครหลวง กลุ่มท่ี  จำนวน  เส้นทาง,,32,2312131200
13,สำนักการจราจรและขนส่ง,,โครงการนำสายส่ือสารลงดินตามโครงการเปล่ียนระบบสายไฟฟ้าอากาศเป็นสายไฟฟ้าใต้ดินของการไฟฟ้านครหลวง กลุ่มท่ี  จำนวน  เส้นทาง,,33,438826400
13,สำนักการจราจรและขนส่ง,,โครงการนำสายส่ือสารลงดินตามโครงการเปล่ียนระบบสายไฟฟ้าอากาศเป็นสายไฟฟ้าใต้ดินของการไฟฟ้านครหลวง กลุ่มท่ี  พื นท่ีกลุ่มกรุงเทพใต้ จำนวน  เส้นทาง,,34,11315141600
13,สำนักการจราจรและขนส่ง,,โครงการนำสายส่ือสารลงดินตามโครงการเปล่ียนระบบสายไฟฟ้าอากาศเป็นสายไฟฟ้าใต้ดินของการไฟฟ้านครหลวง กลุ่มท่ี  จำนวน  เส้นทาง,,35,3317600000
13,สำนักการจราจรและขนส่ง,,โครงการจัดหาพร้อมติดตั้งกล้องโทรทัศน์วงจรปิด(CCTV) บริเวณจุดเปล่ียนถ่ายการเดินทาง(ล้อ-ราง-เรือ),,36,18600000
13,สำนักการจราจรและขนส่ง,,โครงการจัดหาพร้อมปรับปรุงระบบกล้องโทรทัศน์วงจรปิด (CCTV)เดิม พร้อมอุปกรณ์การทำงานบริเวณภายในเขตพระราชฐานและบริเวณรอบนอกเขตพระราชฐานวังเทเวศร์,,37,10982400
13,สำนักการจราจรและขนส่ง,,โครงการจัดหาพร้อมติดตั้งกล้องโทรทัศน์วงจรปิด(CCTV) เพื่อเพ่ิมความปลอดภัยบริเวณพื นท่ีสุ่มเส่ียงต่อการเกิดอาชญากรรมในพื นท่ีกลุ่มกรุงเทพกลาง,,38,12302200
13,สำนักการจราจรและขนส่ง,,โครงการจัดหาพร้อมติดตั้งกล้องโทรทัศน์วงจรปิด(CCTV) เพื่อเพ่ิมความปลอดภัยบริเวณพื นท่ีสุ่มเส่ียง,,39,
13,สำนักการจราจรและขนส่ง,ต่อการเกิดอาชญากรรมในพื นท่ีกลุ่มกรุงเทพตะวันออก,โครงการจัดหาพร้อมติดตั้งกล้องโทรทัศน์วงจรปิด(CCTV) เพื่อเพ่ิมความปลอดภัยบริเวณพื นท่ีสุ่มเส่ียงต่อการเกิดอาชญากรรมในพื นท่ีกลุ่มกรุงเทพเหนือ,,40,12176600
13,สำนักการจราจรและขนส่ง,ต่อการเกิดอาชญากรรมในพื นท่ีกลุ่มกรุงเทพตะวันออก,โครงการจัดหาพร้อมติดตั้งกล้องโทรทัศน์วงจรปิด(CCTV) เพื่อเพ่ิมความปลอดภัยบริเวณพื นท่ีสุ่มเส่ียงต่อการเกิดอาชญากรรมในพื นท่ีกลุ่มกรุงธนใต้,,41,12176600
13,สำนักการจราจรและขนส่ง,ต่อการเกิดอาชญากรรมในพื นท่ีกลุ่มกรุงเทพตะวันออก,โครงการจัดหาพร้อมติดตั้งกล้องโทรทัศน์วงจรปิด(CCTV) เพื่อเพ่ิมความปลอดภัยบริเวณพื นท่ีสุ่มเส่ียงต่อการเกิดอาชญากรรมในพื นท่ีกลุ่มกรุงเทพใต้,,42,12365000
13,สำนักการจราจรและขนส่ง,ต่อการเกิดอาชญากรรมในพื นท่ีกลุ่มกรุงเทพตะวันออก,โครงการจัดหาพร้อมติดตั้งกล้องโทรทัศน์วงจรปิด(CCTV) เพื่อเพ่ิมความปลอดภัยบริเวณพื นท่ีสุ่มเส่ียงต่อการเกิดอาชญากรรมในพื นท่ีกลุ่มกรุงธนเหนือ,,43,12239400
13,สำนักการจราจรและขนส่ง,ต่อการเกิดอาชญากรรมในพื นท่ีกลุ่มกรุงเทพตะวันออก,โครงการเพ่ิมประสิทธิภาพระบบเครือข่ายสำนักการจราจรและขนส่ง,,44,19757800
13,สำนักการจราจรและขนส่ง,ต่อการเกิดอาชญากรรมในพื นท่ีกลุ่มกรุงเทพตะวันออก,โครงการจัดหาพร้อมติดตั้งระบบตรวจสอบสถานะสายเคเบิลเส้นใยนำแสง (Fiber Optic) แบบอัตโนมัติพร้อมระบบสนับสนุนการซ่อมการบำรุง,,45,29533600
14,สำนักป้องกันและบรรเทาสาธารณภัย,แผนงานป้องกันและบรรเทาสาธารณภัย,งานยุทธศาสตร์การป้องกันสาธารณภัย,ข,1,95190500
14,สำนักป้องกันและบรรเทาสาธารณภัย,แผนงานป้องกันและบรรเทาสาธารณภัย,โครงการก่อสร้างศูนย์ฝึกอบรมดับเพลิงและกู้ภัยกรุงเทพมหานคร ระยะท่ี,ข,2,110000000
14,สำนักป้องกันและบรรเทาสาธารณภัย,แผนงานป้องกันและบรรเทาสาธารณภัย,งานอำนวยการสาธารณภัย,ข,3,66879000
14,สำนักป้องกันและบรรเทาสาธารณภัย,แผนงานป้องกันและบรรเทาสาธารณภัย,งานปฏิบัติการดับเพลิง,ข,4,149561420
14,สำนักป้องกันและบรรเทาสาธารณภัย,แผนงานป้องกันและบรรเทาสาธารณภัย,โครงการจัดหารถยนต์ปฏิบัติการกู้ภัยและช่วยชีวิตจากอาคารถล่ม,ข,5,1000000
14,สำนักป้องกันและบรรเทาสาธารณภัย,แผนงานป้องกันและบรรเทาสาธารณภัย,โครงการก่อสร้างอาคารสถานีดับเพลิงทุ่งมหาเมฆ,ข,6,27840000
14,สำนักป้องกันและบรรเทาสาธารณภัย,แผนงานป้องกันและบรรเทาสาธารณภัย,โครงการก่อสร้างสถานีดับเพลิงบางบอน,ข,7,4000000
14,สำนักป้องกันและบรรเทาสาธารณภัย,แผนงานป้องกันและบรรเทาสาธารณภัย,โครงการปรับปรุงสถานีดับเพลิงสามเสน,ข,8,16000000
14,สำนักป้องกันและบรรเทาสาธารณภัย,แผนงานป้องกันและบรรเทาสาธารณภัย,โครงการจัดหารถจักรยานยนต์ดับเพลิง,ข,9,5500000
16,สำนักยุทธศาสตร์และประเมินผล,แผนงานส่งเสริมระบบบริหาร,งานพัฒนาระบบงานคอมพิวเตอร์,ข,1,116304400
16,สำนักยุทธศาสตร์และประเมินผล,แผนงานส่งเสริมระบบบริหาร,โครงการพัฒนาระบบบริหารจัดการเพื่อการวิเคราะห์ฐานข้อมูลขนาดใหญ่,ข,2,26160000
16,สำนักยุทธศาสตร์และประเมินผล,แผนงานส่งเสริมระบบบริหาร,โครงการจัดทำระบบฐานข้อมูลฝึกอบรม และระบบพัฒนาศักยภาพบุคลากรของกรุงเทพมหานครด้วยการเรียนรู้ผ่านส่ืออิเล็กทรอนิกส์,ข,3,11920000
16,สำนักยุทธศาสตร์และประเมินผล,แผนงานส่งเสริมระบบบริหาร,โครงการพัฒนาระบบยืนยันและตรวจสอบตัวบุคคลในระบบดิจิทัล,ข,4,28200000
16,สำนักยุทธศาสตร์และประเมินผล,แผนงานส่งเสริมระบบบริหาร,โครงการพัฒนาระบบบริการภาครัฐ,ข,5,16040000
16,สำนักยุทธศาสตร์และประเมินผล,แผนงานส่งเสริมระบบบริหาร,งานควบคุมระบบคอมพิวเตอร์,ข,6,362255500
16,สำนักยุทธศาสตร์และประเมินผล,แผนงานส่งเสริมระบบบริหาร,โครงการปรับปรุงระบบเครือข่ายส่ือสารภายในของสำนักงานเขต,ข,7,35000000
16,สำนักยุทธศาสตร์และประเมินผล,แผนงานส่งเสริมระบบบริหาร,งานบริการระบบคอมพิวเตอร์,ข,8,22137900
16,สำนักยุทธศาสตร์และประเมินผล,แผนงานส่งเสริมระบบบริหาร,งานยุทธศาสตร์บริหารจัดการ,ข,9,16407100
16,สำนักยุทธศาสตร์และประเมินผล,แผนงานส่งเสริมระบบบริหาร,งานยุทธศาสตร์เศรษฐกิจ การเงินและการคลัง,ข,10,8267700
16,สำนักยุทธศาสตร์และประเมินผล,แผนงานส่งเสริมระบบบริหาร,งานยุทธศาสตร์สาธารณสุขและส่ิงแวดล้อม,ข,11,6117500
16,สำนักยุทธศาสตร์และประเมินผล,แผนงานส่งเสริมระบบบริหาร,งานยุทธศาสตร์สาธารณูปโภคพื นฐาน,ข,12,6477200
16,สำนักยุทธศาสตร์และประเมินผล,แผนงานส่งเสริมระบบบริหาร,งานยุทธศาสตร์ทรัพยากรมนุษย์และสังคม,ข,13,7803000
17,สำนักส่ิงแวดล้อม,แผนงานพัฒนาและส่งเสริม,งานนโยบายและแผนงาน,ข,1,19180813
17,สำนักส่ิงแวดล้อม,แผนงานพัฒนาและส่งเสริม,โครงการจ้างเหมาพัฒนาระบบสารสนเทศบริหารจัดการข้อมูลมูลฝอยของกรุงเทพมหานคร,ข,2,34100000
17,สำนักส่ิงแวดล้อม,แผนงานรักษาความสะอาด,งานกำจัดมูลฝอย,ค,1,174915650
17,สำนักส่ิงแวดล้อม,แผนงานรักษาความสะอาด,โครงการจ้างเหมาเอกชนกำจัดมูลฝอยโดยระบบเตาเผามูลฝอยขนาด  ตันต่อวัน ท่ีศูนย์กำจัดมูลฝอยหนองแขม,ค,2,300152025000
17,สำนักส่ิงแวดล้อม,แผนงานรักษาความสะอาด,โครงการจ้างเหมาเอกชนเดินเคร่ืองจักรและอุปกรณ์กำจัดมูลฝอยขนาดไม่น้อยกว่า  ตันต่อวันท่ีศูนย์กำจัดมูลฝอยอ่อนนุช,ค,3,600145624100
17,สำนักส่ิงแวดล้อม,แผนงานรักษาความสะอาด,โครงการจ้างเหมาเอกชนขนมูลฝอยจากศูนย์กำจัดมูลฝอยอ่อนนุชและนำไปทำลายโดยวิธีฝังกลบอย่างถูกสุขลักษณะ,ค,4,704949023
17,สำนักส่ิงแวดล้อม,แผนงานรักษาความสะอาด,โครงการจ้างเหมาเอกชนขนมูลฝอย จากศูนย์กำจัดมูลฝอยสายไหมและนำไปทำลายโดยวิธีฝังกลบ,ค,5,
17,สำนักส่ิงแวดล้อม,อย่างถูกสุขลักษณะ,โครงการจ้างเหมาเอกชนเดินระบบบำบัดน้ำเสียศูนย์กำจัดมูลฝอยสายไหม ระยะท่ี,,6,323524250
17,สำนักส่ิงแวดล้อม,อย่างถูกสุขลักษณะ,โครงการจ้างเหมาเอกชนเดินเคร่ืองจักรโรงงานกำจัดมูลฝอยขนาด  ตันต่อวัน ท่ีศูนย์กำจัดมูลฝอยอ่อนนุช ระยะท่ี,,7,10003237308400
17,สำนักส่ิงแวดล้อม,อย่างถูกสุขลักษณะ,โครงการจ้างเหมาเอกชนเดินระบบบำบัดน้ำเสียศูนย์กำจัดมูลฝอยอ่อนนุช,,8,74293000
17,สำนักส่ิงแวดล้อม,อย่างถูกสุขลักษณะ,โครงการจ้างเหมาเอกชนกำจัดมูลฝอยอันตรายระยะท่ี,,9,48701600
17,สำนักส่ิงแวดล้อม,อย่างถูกสุขลักษณะ,โครงการจ้างเหมาเอกชนเก็บขนและกำจัดมูลฝอยติดเชื้อท่ีศูนย์กำจัดมูลฝอยหนองแขมและอ่อนนุช ระยะท่ี,,10,3180310000
17,สำนักส่ิงแวดล้อม,อย่างถูกสุขลักษณะ,โครงการจัดหาเตาเผามูลฝอยติดเชื้อขนาดไม่ต่ำกว่า ตันต่อเตา จำนวน  เตา พร้อมติดตั้งเคร่ืองจักรและอุปกรณ์ท่ีศูนย์กำจัดมูลฝอยอ่อนนุช,,11,15281452710
